cntry,happy,inprdsc,health,hlthhmp,rlgdgr,brncntr,gndr,agea,rshpsts,domicil,edulvlb,eduyrs,uempla,uempli,rtrd,hswrk,emplrel,wrkctra,estsz,wkdcorga,wkhtot,nacer2,tporgwk,uemp3m,hincsrca,hinctnta,emprelp,atncrse,stfmjob,trdawrk,jbprtfp,pfmfdjba,dcsfwrka,stfmjob_grouped,stfmjob_named
DE,5,1,Fair,False,3,True,0,55,Legally married,Country village,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,5,8,40,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,8,Employee,True,8,Sometimes,Often,Never,Sometimes,4,Somewhat Satisfied
DE,7,3,Fair,False,2,True,0,42,Legally married,A big city,Tertiary Education,23,False,False,False,False,Employee,Unlimited,5,9,38,Intellectual Work,A private firm,False,Wages or salaries,9,Employee,True,7,Sometimes,Sometimes,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,9,4,Very good,False,2,True,1,47,Legally married,Suburbs or outskirts of big city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,3,7,30,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,True,9,Sometimes,Sometimes,Sometimes,Never,5,Very Satisfied
DE,9,3,Fair,True,5,True,1,38,Legally married,Suburbs or outskirts of big city,Tertiary Education,19,False,False,False,True,Employee,Unlimited,2,5,32,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,False,7,Sometimes,Sometimes,Never,Hardly ever,4,Somewhat Satisfied
DE,1,4,Fair,False,0,True,0,45,Living with my partner - not legally recognised,Town or small city,Tertiary Education,12,False,False,False,False,Employee,Unlimited,3,10,50,Service & Administration,A private firm,False,Wages or salaries,10,Employee,False,0,Sometimes,Sometimes,Hardly ever,Sometimes,1,Very Dissatisfied
DE,9,6,Good,False,1,True,0,32,Living with my partner - not legally recognised,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Limited,5,3,50,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,True,7,Sometimes,Sometimes,Sometimes,Never,4,Somewhat Satisfied
DE,9,3,Good,False,3,True,0,28,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,4,10,55,Service & Administration,A private firm,False,Wages or salaries,9,Employee,False,6,Sometimes,Often,Never,Sometimes,3,Neutral
DE,7,4,Fair,True,0,True,0,53,Legally married,Town or small city,Post-Secondary Non-Tertiary Education,11,False,False,False,False,Employee,Unlimited,5,8,31,Physical Work,A state owned enterprise,False,Wages or salaries,8,Employee,True,7,Sometimes,Often,Sometimes,Never,4,Somewhat Satisfied
DE,8,5,Very good,False,2,True,0,35,Legally married,A big city,Tertiary Education,20,False,False,False,True,Employee,Unlimited,4,9,45,Manufacturing,A private firm,False,Wages or salaries,10,Employee,True,9,Sometimes,Sometimes,Sometimes,Sometimes,5,Very Satisfied
DE,7,2,Good,True,5,True,1,50,Legally married,Town or small city,Tertiary Education,15,False,False,False,False,Employee,Unlimited,3,8,28,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,False,3,Sometimes,Often,Hardly ever,Hardly ever,2,Somewhat Dissatisfied
DE,8,3,Very good,False,2,False,0,31,Legally married,Town or small city,Post-Secondary Non-Tertiary Education,16,False,False,False,False,Employee,Unlimited,5,8,40,Physical Work,A private firm,False,Wages or salaries,8,Employee,True,6,Hardly ever,Sometimes,Never,Hardly ever,3,Neutral
DE,4,4,Fair,False,0,True,1,23,Living with my partner - not legally recognised,Town or small city,Lower Secondary Education,11,False,False,False,False,Employee,Unlimited,4,8,45,Service & Administration,A private firm,False,Wages or salaries,7,Employee,False,5,Often,Often,Sometimes,Never,3,Neutral
DE,8,4,Fair,True,4,True,0,51,Legally married,Country village,Upper Secondary Education,13,False,False,False,True,Employee,Unlimited,3,9,39,Physical Work,Other public sector (ex. education and health),True,Wages or salaries,5,Employee,False,8,Sometimes,Sometimes,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,8,4,Good,False,0,True,0,39,Living with my partner - not legally recognised,A big city,Post-Secondary Non-Tertiary Education,16,False,False,False,False,Employee,Unlimited,4,7,42,Manufacturing,A private firm,False,Wages or salaries,7,Employee,False,8,Hardly ever,Hardly ever,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,8,4,Bad,True,7,True,1,52,Legally married,Farm or home in countryside,Lower Secondary Education,13,False,False,False,True,Employee,Unlimited,2,10,10,Intellectual Work,A private firm,False,Wages or salaries,6,Employee,True,10,Often,Never,Hardly ever,Hardly ever,5,Very Satisfied
DE,8,3,Good,False,1,True,1,41,Legally married,Country village,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,3,8,25,Service & Administration,A private firm,False,Wages or salaries,9,Employee,False,8,Sometimes,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,2,2,Very good,False,5,True,0,35,Legally married,Country village,Post-Secondary Non-Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,8,39,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,6,Employee,True,7,Often,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,9,4,Fair,True,5,True,1,50,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,2,8,45,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,False,8,Often,Often,Sometimes,Sometimes,4,Somewhat Satisfied
DE,2,5,Good,False,1,True,1,37,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,19,False,False,False,False,Employee,Limited,5,10,40,Manufacturing,A private firm,True,Wages or salaries,9,Employee,True,5,Sometimes,Sometimes,Never,Hardly ever,3,Neutral
DE,10,4,Very good,False,0,True,1,38,Legally married,A big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,2,10,35,Intellectual Work,A private firm,True,Wages or salaries,10,Employee,False,7,Often,Never,Never,Never,4,Somewhat Satisfied
DE,7,5,Very good,False,0,True,1,59,Legally married,A big city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,2,10,20,Intellectual Work,A private firm,False,Wages or salaries,9,Employee,False,5,Sometimes,Never,Never,Hardly ever,3,Neutral
DE,8,2,Good,True,3,True,0,62,Legally married,Town or small city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,6,38,Manufacturing,A private firm,False,Wages or salaries,10,Employee,False,8,Hardly ever,Hardly ever,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,8,3,Good,False,0,True,0,31,Living with my partner - not legally recognised,A big city,Post-Secondary Non-Tertiary Education,13,False,False,False,False,Employee,Unlimited,4,8,50,Service & Administration,Central or local government,False,Wages or salaries,10,Employee,True,5,Often,Often,Sometimes,Never,3,Neutral
DE,9,4,Very good,False,7,True,0,66,Living with my partner - not legally recognised,Town or small city,Tertiary Education,12,False,False,False,False,Employee,Unlimited,5,9,50,Manufacturing,A private firm,False,Wages or salaries,9,Employee,True,9,Hardly ever,Sometimes,Sometimes,Hardly ever,5,Very Satisfied
DE,9,3,Bad,False,4,True,0,29,Living with my partner - not legally recognised,Country village,Tertiary Education,15,False,False,False,True,Employee,Unlimited,1,8,56,Physical Work,A private firm,False,Wages or salaries,10,Employee,True,10,Sometimes,Often,Often,Hardly ever,5,Very Satisfied
DE,5,3,Fair,True,0,True,0,46,Legally married,Suburbs or outskirts of big city,Upper Secondary Education,14,False,False,False,False,Employee,Unlimited,2,7,45,Physical Work,A private firm,True,Wages or salaries,4,Employee,False,7,Always,Often,Never,Never,4,Somewhat Satisfied
DE,8,3,Good,False,2,True,0,53,Legally married,Country village,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,5,8,35,Manufacturing,A private firm,False,Wages or salaries,9,Self-employed,True,8,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,3,Good,False,0,True,0,40,Legally married,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,8,50,Intellectual Work,A private firm,False,Wages or salaries,9,Employee,True,8,Often,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,3,Good,False,5,True,1,54,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,8,42,Manufacturing,A private firm,False,Wages or salaries,10,Employee,False,8,Often,Sometimes,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,6,2,Good,False,0,False,1,41,Legally married,Town or small city,Tertiary Education,14,False,False,False,False,Employee,Unlimited,4,10,50,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,True,8,Always,Always,Always,Hardly ever,4,Somewhat Satisfied
DE,8,1,Good,False,3,True,1,59,Legally married,Country village,Post-Secondary Non-Tertiary Education,13,False,False,False,False,Employee,Unlimited,5,6,42,Intellectual Work,N/A,True,Wages or salaries,9,Employee,False,3,Sometimes,Sometimes,Hardly ever,Hardly ever,2,Somewhat Dissatisfied
DE,7,3,Fair,False,10,False,1,51,Living with my partner - not legally recognised,Town or small city,Post-Secondary Non-Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,0,40,Physical Work,A private firm,False,Wages or salaries,6,Employee,False,3,Often,Often,Sometimes,Never,2,Somewhat Dissatisfied
DE,7,4,Good,True,2,True,1,26,Legally married,A big city,Post-Secondary Non-Tertiary Education,19,False,False,False,True,Employee,Limited,3,10,10,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,5,Employee,True,9,Sometimes,Sometimes,Hardly ever,Sometimes,5,Very Satisfied
DE,5,3,Good,False,5,True,0,54,Living with my partner - not legally recognised,Country village,Tertiary Education,12,False,False,False,False,Employee,Unlimited,4,8,40,Physical Work,A private firm,False,Wages or salaries,9,Employee,False,5,Hardly ever,Sometimes,Sometimes,Hardly ever,3,Neutral
DE,4,4,Good,True,2,True,0,43,Living with my partner - not legally recognised,Town or small city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,4,8,26,Service & Administration,Other public sector (ex. education and health),True,Wages or salaries,4,Employee,False,4,Often,Often,Sometimes,Never,2,Somewhat Dissatisfied
DE,10,6,Very good,False,6,True,1,23,Living with my partner - not legally recognised,Country village,Tertiary Education,15,False,False,False,False,Employee,Unlimited,2,0,37,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,True,10,Hardly ever,Sometimes,Never,Hardly ever,5,Very Satisfied
DE,8,4,Good,False,3,True,0,34,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,3,8,45,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,True,7,Sometimes,Sometimes,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,9,4,Good,False,4,True,1,34,Legally married,Town or small city,Tertiary Education,16,False,False,False,True,Employee,Unlimited,3,7,45,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Self-employed,True,9,Sometimes,Sometimes,Hardly ever,Never,5,Very Satisfied
DE,9,4,Very good,False,3,True,1,23,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,12,False,False,False,False,Employee,Unlimited,4,5,41,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,True,10,Often,Often,Hardly ever,Never,5,Very Satisfied
DE,7,4,Good,False,3,True,0,23,Living with my partner - not legally recognised,Town or small city,Upper Secondary Education,16,False,False,False,False,Employee,Limited,3,8,40,Intellectual Work,A private firm,False,Wages or salaries,6,Employee,True,8,Often,Often,Never,Hardly ever,4,Somewhat Satisfied
DE,10,3,Good,False,2,False,0,42,Legally married,A big city,Tertiary Education,23,False,False,False,False,Employee,Unlimited,5,8,40,Manufacturing,A private firm,False,Wages or salaries,9,Employee,False,10,Sometimes,Sometimes,Hardly ever,Sometimes,5,Very Satisfied
DE,8,5,Good,False,7,True,0,40,Legally married,Town or small city,Upper Secondary Education,24,False,False,False,False,Employee,Unlimited,1,10,55,Intellectual Work,A private firm,False,Wages or salaries,6,Employee,True,0,Sometimes,Sometimes,Sometimes,Hardly ever,1,Very Dissatisfied
DE,8,3,Good,False,2,True,0,34,Living with my partner - not legally recognised,A big city,Tertiary Education,16,False,False,False,False,Self-employed,Unlimited,1,10,70,Manufacturing,Self employed,False,Income from self-employment (excluding farming),10,Employee,True,9,Sometimes,Sometimes,Sometimes,Sometimes,5,Very Satisfied
DE,4,4,Fair,True,5,True,0,59,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,10,45,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,2,Sometimes,Sometimes,Sometimes,Sometimes,1,Very Dissatisfied
DE,7,1,Bad,True,3,True,1,52,Legally married,Country village,Post-Secondary Non-Tertiary Education,17,False,False,False,True,Employee,Unlimited,4,8,19,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,8,Employee,True,5,Often,Sometimes,Never,Hardly ever,3,Neutral
DE,6,4,Good,False,2,True,0,34,Living with my partner - not legally recognised,A big city,Upper Secondary Education,16,False,False,False,False,Employee,Unlimited,3,8,40,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,False,0,Sometimes,Often,Often,Sometimes,1,Very Dissatisfied
DE,8,6,Very good,False,1,True,0,31,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Upper Secondary Education,25,False,False,False,False,Employee,Unlimited,2,9,70,Manufacturing,A private firm,False,Wages or salaries,8,Employee,True,9,Hardly ever,Sometimes,Often,Hardly ever,5,Very Satisfied
DE,7,5,Good,False,3,True,1,54,Legally married,Suburbs or outskirts of big city,Tertiary Education,17,False,False,False,False,Employee,Unlimited,5,4,40,Manufacturing,A private firm,False,Wages or salaries,9,Employee,False,8,Sometimes,Often,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,5,3,Good,False,0,True,1,61,Legally married,Town or small city,Tertiary Education,5,False,False,False,False,Employee,Unlimited,1,10,30,Intellectual Work,N/A,False,Wages or salaries,5,Employee,True,10,Sometimes,Sometimes,Sometimes,Hardly ever,5,Very Satisfied
DE,8,5,Good,False,9,True,1,47,Legally married,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,17,False,False,False,True,Employee,Unlimited,1,9,20,Intellectual Work,A private firm,False,Income from self-employment (excluding farming),10,Self-employed,True,3,Often,Sometimes,Often,Sometimes,2,Somewhat Dissatisfied
DE,9,2,Good,True,6,True,0,42,Legally married,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,4,9,40,Manufacturing,A private firm,False,Wages or salaries,9,Employee,True,9,Sometimes,Hardly ever,Never,Sometimes,5,Very Satisfied
DE,9,3,Very good,False,0,True,0,46,Living with my partner - not legally recognised,Country village,Tertiary Education,17,False,False,False,False,Employee,Unlimited,4,8,45,Manufacturing,A private firm,True,Wages or salaries,10,Employee,False,9,Never,Hardly ever,Never,Hardly ever,5,Very Satisfied
DE,10,3,Good,False,7,True,0,38,Legally married,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,2,6,24,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,9,Never,Hardly ever,Never,Hardly ever,5,Very Satisfied
DE,7,3,Good,False,1,True,0,40,Living with my partner - not legally recognised,A big city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,4,9,40,Intellectual Work,Central or local government,True,Wages or salaries,8,Employee,False,9,Hardly ever,Hardly ever,Never,Hardly ever,5,Very Satisfied
DE,9,4,Good,False,0,True,0,26,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,13,False,False,False,False,Employee,Unlimited,5,4,41,Service & Administration,Other public sector (ex. education and health),False,Income from self-employment (excluding farming),5,Employee,False,7,Always,Always,Sometimes,Never,4,Somewhat Satisfied
DE,4,1,Fair,False,3,True,0,44,Legally married,Town or small city,Upper Secondary Education,9,False,False,False,False,Employee,Unlimited,5,8,39,Service & Administration,Central or local government,True,Wages or salaries,5,Employee,True,9,Often,Sometimes,Hardly ever,Never,5,Very Satisfied
DE,8,1,Good,False,0,True,0,58,Legally married,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,5,10,35,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,False,10,Never,Hardly ever,Never,Sometimes,5,Very Satisfied
DE,7,2,Bad,True,0,True,1,28,Legally married,Town or small city,Lower Secondary Education,13,False,False,False,False,Working for own family business,Unlimited,1,10,30,Intellectual Work,A private firm,False,Wages or salaries,8,Self-employed,True,9,Sometimes,Hardly ever,Never,Hardly ever,5,Very Satisfied
DE,8,3,Fair,False,0,True,1,35,Legally married,Country village,Tertiary Education,17,False,False,False,False,Employee,Unlimited,3,7,45,Intellectual Work,Other public sector (ex. education and health),True,Wages or salaries,5,Employee,False,10,Sometimes,Sometimes,Sometimes,Never,5,Very Satisfied
DE,7,2,Fair,False,4,True,1,38,Living with my partner - not legally recognised,Farm or home in countryside,Tertiary Education,19,False,False,False,False,Employee,Unlimited,3,7,50,Manufacturing,A private firm,False,Wages or salaries,5,Self-employed,False,6,Often,Often,Often,Hardly ever,3,Neutral
DE,8,4,Very good,False,5,True,1,46,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,22,False,False,False,False,Employee,Unlimited,2,10,40,Intellectual Work,N/A,True,Wages or salaries,9,Employee,True,3,Often,Sometimes,Sometimes,Sometimes,2,Somewhat Dissatisfied
DE,4,4,Very good,False,6,True,1,48,Legally married,Country village,Upper Secondary Education,13,False,False,False,True,Employee,Unlimited,3,8,22,Intellectual Work,A private firm,False,Wages or salaries,9,Employee,True,8,Sometimes,Hardly ever,Never,Hardly ever,4,Somewhat Satisfied
DE,9,4,Very good,False,0,True,0,51,Legally married,A big city,Tertiary Education,16,False,False,False,False,Employee,No contract,5,10,45,Service & Administration,Central or local government,False,Wages or salaries,10,Employee,True,9,Sometimes,Hardly ever,Never,Hardly ever,5,Very Satisfied
DE,9,4,Very good,False,1,False,1,49,Legally married,Country village,Post-Secondary Non-Tertiary Education,13,False,False,False,True,Working for own family business,Unlimited,1,9,20,Physical Work,N/A,False,Wages or salaries,8,Self-employed,False,9,Sometimes,Sometimes,Never,Sometimes,5,Very Satisfied
DE,6,3,Good,False,3,True,0,59,Legally married,Suburbs or outskirts of big city,Tertiary Education,32,False,False,False,False,Employee,Unlimited,4,9,8,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,False,8,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,3,Fair,False,7,False,1,47,Legally married,Town or small city,Tertiary Education,19,False,False,False,True,Employee,Unlimited,2,7,40,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,7,Employee,True,9,Sometimes,Sometimes,Sometimes,Never,5,Very Satisfied
DE,5,4,Fair,True,5,True,1,60,Legally married,A big city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,5,1,32,Physical Work,A state owned enterprise,False,Wages or salaries,6,Employee,True,5,Sometimes,Sometimes,Sometimes,Never,3,Neutral
DE,7,4,Very good,True,2,True,0,50,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Lower Secondary Education,16,False,False,False,False,Employee,Unlimited,5,6,54,Intellectual Work,Other public sector (ex. education and health),True,Wages or salaries,4,Employee,False,6,Often,Often,Sometimes,Never,3,Neutral
DE,5,0,Fair,True,5,False,0,45,Legally married,Country village,Upper Secondary Education,10,False,False,False,False,Employee,Unlimited,2,0,10,Physical Work,A private firm,False,Wages or salaries,4,Employee,False,2,Always,Always,Always,Hardly ever,1,Very Dissatisfied
DE,9,2,Good,True,0,True,0,35,Living with my partner - not legally recognised,A big city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,4,9,40,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,True,10,Sometimes,Sometimes,Never,Hardly ever,5,Very Satisfied
DE,8,1,Good,False,8,True,0,53,Legally married,Town or small city,Tertiary Education,12,False,False,False,False,Employee,Unlimited,1,9,45,Manufacturing,A private firm,False,Wages or salaries,10,Employee,False,9,Never,Never,Never,Sometimes,5,Very Satisfied
DE,7,2,Fair,True,2,True,1,41,Legally married,A big city,Tertiary Education,22,False,False,False,False,Employee,Unlimited,1,8,34,Intellectual Work,Other public sector (ex. education and health),True,Wages or salaries,9,Employee,True,7,Often,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,4,Fair,False,7,True,0,43,Legally married,Town or small city,Tertiary Education,14,False,False,False,False,Employee,Unlimited,3,5,42,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,True,7,Sometimes,Sometimes,Sometimes,Never,4,Somewhat Satisfied
DE,8,3,Good,False,0,True,1,61,Living with my partner - not legally recognised,Country village,Tertiary Education,16,False,False,False,False,Employee,Unlimited,5,10,30,Intellectual Work,N/A,False,Wages or salaries,9,Employee,True,8,Hardly ever,Hardly ever,Never,Sometimes,4,Somewhat Satisfied
DE,8,2,Fair,False,2,True,1,58,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,16,False,False,False,False,Employee,Unlimited,5,9,40,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,False,8,Sometimes,Hardly ever,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,10,3,Very good,False,8,True,1,22,Living with my partner - not legally recognised,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,10,39,Manufacturing,A private firm,False,Wages or salaries,9,Employee,True,10,Sometimes,Hardly ever,Never,Sometimes,5,Very Satisfied
DE,8,4,Good,False,3,True,1,45,Legally married,Farm or home in countryside,Tertiary Education,18,False,False,False,False,Employee,Unlimited,2,8,33,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,7,Employee,True,8,Sometimes,Sometimes,Hardly ever,Never,4,Somewhat Satisfied
DE,8,3,Good,False,7,True,1,42,Legally married,Country village,Tertiary Education,17,False,False,False,True,Employee,Unlimited,3,10,14,Intellectual Work,A private firm,False,Wages or salaries,9,Employee,False,9,Sometimes,Hardly ever,Hardly ever,Sometimes,5,Very Satisfied
DE,7,3,Very good,False,4,True,0,45,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,4,8,50,Service & Administration,Central or local government,False,Wages or salaries,8,Employee,True,9,Often,Sometimes,Sometimes,Hardly ever,5,Very Satisfied
DE,2,2,Good,True,0,True,0,54,Legally married,Country village,Tertiary Education,15,False,False,False,False,Employee,Unlimited,3,6,43,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,False,10,Hardly ever,Sometimes,Often,Hardly ever,5,Very Satisfied
DE,9,4,Fair,True,7,True,1,54,Legally married,Town or small city,Upper Secondary Education,15,False,False,False,False,Employee,Unlimited,4,6,32,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,8,Often,Often,Sometimes,Never,4,Somewhat Satisfied
DE,8,4,Good,False,7,True,0,36,Legally married,Suburbs or outskirts of big city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,5,8,40,Manufacturing,A private firm,False,Wages or salaries,10,Employee,True,9,Hardly ever,Often,Sometimes,Hardly ever,5,Very Satisfied
DE,8,4,Very good,False,2,True,1,29,Legally married,Town or small city,Tertiary Education,6,False,False,False,False,Employee,Unlimited,3,8,36,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,True,10,Sometimes,Often,Sometimes,Never,5,Very Satisfied
DE,9,4,Good,False,6,True,1,61,Legally married,Town or small city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,1,8,10,Manufacturing,A private firm,True,Wages or salaries,9,Employee,True,10,Hardly ever,Sometimes,Hardly ever,Hardly ever,5,Very Satisfied
DE,7,2,Fair,True,7,True,1,29,Living with my partner - not legally recognised,Country village,Upper Secondary Education,15,False,False,False,True,Employee,Unlimited,2,5,5,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,2,Employee,False,5,Often,Hardly ever,Sometimes,Never,3,Neutral
DE,8,3,Good,False,0,True,0,41,Legally married,Country village,Upper Secondary Education,14,False,False,False,True,Self-employed,Unlimited,1,7,60,Intellectual Work,Self employed,False,Income from self-employment (excluding farming),9,Employee,False,8,Sometimes,Often,Sometimes,Sometimes,4,Somewhat Satisfied
DE,7,2,Fair,False,3,True,1,30,Legally married,Town or small city,Tertiary Education,17,False,False,False,True,Employee,Unlimited,5,9,28,Manufacturing,A private firm,False,Wages or salaries,9,Employee,False,8,Sometimes,Sometimes,Never,Sometimes,4,Somewhat Satisfied
DE,9,4,Good,False,8,True,1,31,Legally married,Suburbs or outskirts of big city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,4,10,32,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,True,10,Never,Never,Sometimes,Sometimes,5,Very Satisfied
DE,10,4,Fair,True,0,True,1,27,Living with my partner - not legally recognised,Town or small city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,3,8,53,Intellectual Work,Other public sector (ex. education and health),True,Wages or salaries,5,Employee,True,10,Always,Often,Sometimes,Never,5,Very Satisfied
DE,10,6,Very good,False,2,False,0,53,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,5,8,50,Manufacturing,A private firm,False,Wages or salaries,10,Employee,False,10,Hardly ever,Sometimes,Never,Hardly ever,5,Very Satisfied
DE,8,4,Good,False,0,True,0,51,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,4,9,7,Manufacturing,N/A,False,Wages or salaries,7,Employee,False,8,Often,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,1,Fair,False,2,False,0,42,Legally married,A big city,Tertiary Education,26,False,False,False,False,Employee,Unlimited,1,9,45,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,True,9,Sometimes,Sometimes,Often,Sometimes,5,Very Satisfied
DE,6,4,Bad,True,0,True,0,62,Legally married,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,14,False,False,False,False,Employee,Unlimited,1,10,45,Service & Administration,A private firm,False,Wages or salaries,10,Self-employed,True,9,Often,Often,Sometimes,Sometimes,5,Very Satisfied
DE,7,3,Very good,False,2,False,0,30,Living with my partner - not legally recognised,A big city,Tertiary Education,8,False,False,False,False,Employee,Limited,5,0,50,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,True,6,Often,Often,Hardly ever,Never,3,Neutral
DE,4,3,Good,False,6,True,0,22,Living with my partner - not legally recognised,Country village,Lower Secondary Education,10,False,False,False,False,Employee,Unlimited,3,7,45,Manufacturing,A state owned enterprise,True,Wages or salaries,8,Employee,False,5,Sometimes,Often,Sometimes,Hardly ever,3,Neutral
DE,6,4,Good,True,7,True,1,43,Living with my partner - not legally recognised,A big city,Tertiary Education,21,False,False,False,False,Employee,Unlimited,1,5,45,Intellectual Work,A private firm,False,Income from self-employment (excluding farming),10,Self-employed,False,7,Often,Often,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,8,4,Fair,False,0,True,1,27,Living with my partner - not legally recognised,Town or small city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,1,2,42,Service & Administration,A private firm,False,Wages or salaries,7,Employee,True,9,Sometimes,Sometimes,Hardly ever,Never,5,Very Satisfied
DE,7,5,Good,False,6,True,1,53,Legally married,Country village,Tertiary Education,14,False,False,False,True,Employee,Unlimited,2,8,34,Intellectual Work,Other public sector (ex. education and health),True,Wages or salaries,8,Employee,True,0,Often,Sometimes,Hardly ever,Never,1,Very Dissatisfied
DE,8,5,Very good,False,0,False,1,30,Living with my partner - not legally recognised,A big city,Tertiary Education,12,False,False,False,False,Employee,Limited,5,0,65,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,True,7,Always,Always,Hardly ever,Never,4,Somewhat Satisfied
